TF	target	importance
Timm44	Prss2	14.31431500562606
Timm44	Gpatch11	14.31431500562606
Timm44	Tnfrsf9	14.31431500562606
Timm44	Fam46c	14.31431500562606
Zcchc17	Gpatch11	14.22911074964019
Zcchc17	Prss2	14.22911074964019
Zcchc17	Tnfrsf9	14.22911074964019
Zcchc17	Fam46c	14.22911074964019
Hp1bp3	Fam46c	13.973497981682582
Hp1bp3	Prss2	13.973497981682582
Hp1bp3	Tnfrsf9	13.973497981682582
Hp1bp3	Gpatch11	13.973497981682582
Kdm4c	Cd48	13.880175536060674
Cers4	Fam46c	13.764481291217246
Cers4	Prss2	13.764481291217246
Cers4	Tnfrsf9	13.764481291217246
Cers4	Gpatch11	13.764481291217246
Stat3	Fam46c	13.643331489737337
Stat3	Prss2	13.643331489737337
Stat3	Tnfrsf9	13.643331489737337
Stat3	Gpatch11	13.643331489737337
Mctp2	Zbp1	13.4877716462567
Irf1	Fam169b	13.413266194104176
Irf1	Cd9	13.413266194104176
Irf1	Cd200r2	13.413266194104176
Irf1	Cep57	13.413266194104176
Irf1	Rnf219	13.413266194104176
Irf1	Usp18	13.413266194104176
Irf1	Icos	13.413266194104176
P4hb	3830406C13Rik	13.264965325107307
Lrrfip1	Gpatch11	13.249261805802696
Lrrfip1	Fam46c	13.249261805802696
Lrrfip1	Prss2	13.249261805802696
Lrrfip1	Tnfrsf9	13.249261805802696
Nucb1	Cnn2	12.986956223372824
Timm44	Icos	12.830080707403996
Timm44	Cd9	12.830080707403996
Timm44	Usp18	12.830080707403996
